HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AgeCategory,GroupCategory,NumInGroup,Deck,Side,CabinNumberCategory,IsMale,Transported
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,a,0,False
Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,P,a,0,True
Earth,1,PSO J318.5-22,59.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,P,a,1,False
Earth,0,55 Cancri e,15.0,0,6.914730892718563,0.6931471805599453,0.0,0.0,5.733341276897746,child,a,1,F,S,b,1,True
Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,67.0,0,3.295836866004329,6.697034247666484,0.0,3.6888794541139363,3.295836866004329,old,a,1,F,S,b,0,False
Earth,0,TRAPPIST-1e,55.0,0,6.376726947898627,0.0,0.0,5.765191102784844,1.3862943611198906,old,a,1,G,S,a,1,False
Earth,0,TRAPPIST-1e,50.0,0,6.610696044717759,3.091042453358316,2.3978952727983707,3.295836866004329,1.6094379124341003,old,a,1,F,S,b,0,False
Earth,0,55 Cancri e,23.0,0,4.983606621708336,6.19644412779452,2.8903717578961645,3.912023005428146,0.6931471805599453,adult,a,1,F,P,b,0,False
Earth,0,PSO J318.5-22,21.0,0,7.783640596221253,2.0794415416798357,0.0,3.044522437723423,0.0,adult,a,1,E,S,a,1,True
Earth,0,TRAPPIST-1e,15.0,0,4.653960350157523,4.8959723857761155,0.0,5.1647859739235145,5.537334267018537,child,a,2,G,S,a,0,False
Europa,0,TRAPPIST-1e,41.0,0,0.0,8.083637203141548,0.0,4.0943445622221,0.0,old,a,1,E,S,a,1,True
Mars,1,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,F,S,b,1,True
Mars,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,E,S,a,1,False
Earth,0,55 Cancri e,21.0,0,4.727387818712341,0.0,0.0,0.0,7.195937226475569,adult,a,1,F,S,b,0,False
Europa,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,C,S,a,1,True
Europa,0,TRAPPIST-1e,50.0,0,8.210124405164267,6.663132695990803,0.0,1.9459101490553132,7.063903961472068,old,a,2,C,S,a,0,True
Europa,0,TRAPPIST-1e,32.0,0,7.9976631270201,8.122371243406553,4.8283137373023015,4.060443010546419,3.7612001156935624,adult,a,3,C,S,a,1,True
Europa,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,old,a,4,C,S,a,1,True
Earth,0,TRAPPIST-1e,27.0,0,0.0,3.2188758248682006,0.0,6.597145701886651,0.0,adult,a,1,G,S,a,1,False
Mars,1,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,F,S,b,0,True
Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,B,S,a,1,True
Earth,0,TRAPPIST-1e,35.0,0,0.0,5.82600010738045,6.07993319509559,5.270432163058501,0.0,adult,a,1,G,P,a,0,True
Mars,0,TRAPPIST-1e,30.0,0,7.107425474110705,0.0,3.912023005428146,3.6888794541139363,0.0,adult,a,1,F,P,b,1,False
Mars,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,S,a,1,True
Earth,0,TRAPPIST-1e,43.0,0,0.0,0.0,6.769641976852503,0.0,2.70805020110221,old,a,1,G,S,a,0,True
Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,6.697034247666484,0.0,0.0,adult,a,1,G,S,a,1,False
Earth,1,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Earth,0,55 Cancri e,37.0,0,5.10594547390058,6.403574197934815,0.0,0.0,2.4849066497880004,adult,a,1,F,P,b,1,True
Europa,0,55 Cancri e,28.0,0,0.0,9.308102089758679,0.0,0.0,2.5649493574615367,adult,a,1,C,S,a,0,True
Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,a,1,False
Earth,0,TRAPPIST-1e,40.0,0,6.391917113392602,5.308267697401205,4.912654885736052,4.30406509320417,0.0,adult,a,2,F,S,b,1,False
Earth,0,55 Cancri e,42.0,0,3.367295829986474,0.0,0.0,0.0,6.3835066348840055,old,a,1,G,S,a,0,False
Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,G,S,a,0,False
Mars,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,P,a,1,False
Earth,0,TRAPPIST-1e,51.0,0,3.367295829986474,4.553876891600541,0.0,3.5553480614894135,6.459904454377535,old,a,1,F,S,b,0,False
Mars,0,TRAPPIST-1e,73.0,0,3.332204510175204,1.0986122886681098,4.276666119016055,7.097548850614793,0.0,old,a,1,F,P,b,1,False
Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,C,S,a,1,True
Europa,1,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,B,P,a,1,True
Earth,0,TRAPPIST-1e,39.0,0,0.6931471805599453,5.62040086571715,3.5263605246161616,5.932245187448011,4.663439094112067,adult,a,1,E,S,a,1,False
Earth,0,TRAPPIST-1e,19.0,0,1.791759469228055,6.461468176353717,0.0,4.442651256490317,5.198497031265826,adult,a,1,G,P,a,0,False
Earth,0,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,True
Earth,1,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,S,a,0,False
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,S,a,1,False
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,4,G,S,a,1,True
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,child,a,5,G,S,a,0,True
Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,1.0986122886681098,6.669498089857879,0.6931471805599453,adult,a,1,E,P,a,0,False
Earth,0,55 Cancri e,23.0,0,0.0,5.135798437050262,0.0,6.317164686747284,0.0,adult,a,1,F,P,b,0,False
Mars,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,F,P,b,1,True
Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,1,True
Mars,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,S,a,1,False
Europa,0,55 Cancri e,30.0,0,0.0,8.222285073872717,1.6094379124341003,4.948759890378168,8.305484017727691,adult,a,1,B,P,a,1,False
Earth,0,TRAPPIST-1e,33.0,0,0.0,6.638567789166521,2.1972245773362196,1.0986122886681098,3.4339872044851463,adult,a,1,F,S,b,1,False
Mars,0,TRAPPIST-1e,56.0,0,8.454253391642363,0.0,7.8868329989550565,3.9512437185814275,0.0,old,a,1,F,P,b,0,False
Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,0,TRAPPIST-1e,27.0,0,6.834108738813838,3.044522437723423,0.0,0.0,0.0,adult,a,2,F,S,b,1,False
Earth,0,TRAPPIST-1e,25.0,0,2.302585092994046,6.748759547491679,4.30406509320417,2.5649493574615367,4.060443010546419,adult,a,1,F,P,b,0,True
Earth,0,55 Cancri e,18.0,0,0.0,0.0,6.12029741895095,0.0,5.575949103146316,child,a,1,F,P,b,0,False
Europa,0,TRAPPIST-1e,60.0,1,7.545389749611823,6.46302945692067,0.0,5.8888779583328805,3.970291913552122,old,a,1,C,S,a,0,True
Europa,0,TRAPPIST-1e,41.0,0,0.0,7.755767170102998,0.6931471805599453,1.9459101490553132,3.1780538303479458,old,a,2,C,S,a,1,True
Earth,0,PSO J318.5-22,16.0,0,4.727387818712341,0.0,3.6635616461296463,4.356708826689592,6.095824562432225,child,a,1,F,S,b,0,False
Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,26.0,0,4.574710978503383,1.6094379124341003,5.8916442118257715,0.0,2.995732273553991,adult,a,1,G,P,a,0,False
Earth,0,TRAPPIST-1e,31.0,0,1.0986122886681098,6.699500340161678,0.0,0.0,0.0,adult,a,1,G,P,a,0,True
Earth,0,TRAPPIST-1e,67.0,0,4.969813299576001,4.23410650459726,6.208590026096629,5.209486152841421,2.302585092994046,old,a,1,F,P,a,0,True
Earth,0,55 Cancri e,16.0,0,5.305789381386738,5.44673737166631,6.345636360828596,1.0986122886681098,0.0,child,a,1,F,S,b,1,False
Earth,0,55 Cancri e,24.0,0,0.0,4.553876891600541,0.6931471805599453,4.04305126783455,6.059123195581797,adult,a,1,F,S,b,0,False
Earth,0,TRAPPIST-1e,19.0,0,0.0,7.195937226475569,1.3862943611198906,6.437751649736401,5.541263545158426,adult,a,1,F,P,b,1,True
Europa,0,55 Cancri e,48.0,0,0.0,8.182838710766026,4.394449154672439,4.820281565605037,6.852506804751658,old,a,1,D,P,a,1,True
Europa,0,TRAPPIST-1e,30.0,0,0.6931471805599453,8.76389700713946,0.0,1.0986122886681098,5.69035945432406,adult,a,2,D,P,a,1,True
Europa,0,TRAPPIST-1e,22.0,0,0.0,9.0918946167697,3.091042453358316,7.6984827878809465,2.995732273553991,adult,a,3,D,P,a,1,True
Europa,0,TRAPPIST-1e,28.0,1,0.0,8.39502555744203,1.3862943611198906,5.337538079701318,7.360739903058278,adult,a,4,D,P,a,1,True
Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,5,D,P,a,1,True
Europa,0,TRAPPIST-1e,29.0,0,0.0,6.551080335043404,0.0,0.0,7.578656850594762,adult,a,6,D,P,a,1,False
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,False
Europa,0,55 Cancri e,48.0,0,4.948759890378168,4.852030263919617,0.0,8.319473692442186,6.257667587882639,old,a,1,C,P,a,1,False
Mars,0,TRAPPIST-1e,26.0,0,2.8903717578961645,0.0,7.367077059881012,0.0,0.0,adult,a,1,F,S,b,1,True
Earth,0,TRAPPIST-1e,23.0,0,7.402451520818244,7.105786129481271,0.0,0.6931471805599453,0.0,adult,a,1,F,P,b,0,True
Earth,0,TRAPPIST-1e,55.0,0,7.007600613951853,0.0,0.0,0.0,0.0,old,a,1,F,P,b,0,False
Europa,0,TRAPPIST-1e,46.0,0,7.718685495198466,5.0369526024136295,4.927253685157205,6.5283233479207885,5.272999558563747,old,a,1,E,P,a,1,False
Earth,0,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,7.231287004327616,adult,a,1,F,S,b,1,False
Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,S,a,0,True
Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,S,a,0,True
Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,6.670766320845874,2.833213344056216,adult,a,1,F,P,b,0,False
Earth,0,TRAPPIST-1e,65.0,0,1.791759469228055,5.762051382780177,4.720728526622364,0.0,4.820281565605037,old,a,1,G,S,a,1,False
Earth,0,TRAPPIST-1e,27.0,0,5.204006687076795,0.0,1.0986122886681098,0.0,6.498282149476434,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,25.0,0,4.736198448394496,0.0,0.0,7.1569563646156364,0.0,adult,a,1,F,P,b,0,False
Earth,0,PSO J318.5-22,54.0,0,0.0,5.75890177387728,5.552959584921617,0.0,0.0,old,a,1,F,S,b,0,False
Earth,0,55 Cancri e,25.0,0,0.0,0.0,0.6931471805599453,6.601230118728877,3.258096538021482,adult,a,2,F,S,b,0,False
Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,b,1,True
Europa,0,55 Cancri e,53.0,0,0.0,9.512516890578416,0.0,0.0,6.648984550024776,old,a,1,A,S,a,1,True
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,b,0,True
Earth,0,TRAPPIST-1e,39.0,0,0.0,3.784189633918261,6.762729506931879,0.0,4.454347296253507,adult,a,2,E,P,a,0,False
Earth,0,TRAPPIST-1e,22.0,0,2.1972245773362196,6.566672429803241,0.0,3.332204510175204,0.0,adult,a,1,F,P,b,1,True
Mars,0,55 Cancri e,31.0,0,4.795790545596741,0.0,6.489204931325317,3.970291913552122,0.0,adult,a,1,D,S,a,1,False
Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,S,b,1,True
Europa,0,TRAPPIST-1e,35.0,1,0.0,0.6931471805599453,0.0,0.0,8.057377488557991,adult,a,1,A,P,a,1,False
Europa,0,55 Cancri e,35.0,0,4.564348191467836,8.143807976771484,0.0,5.971261839790462,5.765191102784844,adult,a,2,A,P,a,1,False
Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,S,b,0,True
Mars,0,TRAPPIST-1e,61.0,0,6.860663671448287,6.030685260261263,6.882437470997847,0.0,4.897839799950911,old,a,2,F,S,b,1,False
Earth,0,55 Cancri e,58.0,0,2.70805020110221,0.0,6.9865664594064265,0.0,0.0,old,a,1,F,P,b,0,True
Mars,0,TRAPPIST-1e,26.0,0,7.469083884921234,3.1354942159291497,0.0,1.6094379124341003,6.099197246910864,adult,a,1,D,S,a,0,False
Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,S,a,0,False
Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,S,a,0,True
Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,child,a,4,G,S,a,0,False
Earth,0,TRAPPIST-1e,25.0,0,0.0,4.110873864173311,0.0,6.472346294500901,7.017506142941256,adult,a,5,G,S,a,0,False
Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,child,a,6,G,S,a,0,False
Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,6.763884908562435,adult,a,1,F,P,b,0,False
Mars,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,F,P,b,1,True
Europa,0,TRAPPIST-1e,31.0,0,0.0,7.592870287844818,0.0,5.153291594497779,3.970291913552122,adult,a,1,C,S,a,1,True
Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,S,a,0,False
Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,0,True
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,P,b,0,False
Earth,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,6.18826412308259,7.299797366758161,adult,a,2,F,P,b,0,False
Earth,0,TRAPPIST-1e,37.0,0,3.367295829986474,3.258096538021482,3.295836866004329,6.693323668269949,1.3862943611198906,adult,a,1,G,P,b,0,False
Earth,0,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,6.586171654854675,0.0,old,a,1,F,P,b,0,False
Europa,0,TRAPPIST-1e,36.0,0,0.0,6.369900982828227,7.489970898834801,2.995732273553991,6.917705609835305,adult,a,1,D,P,a,1,False
Earth,0,55 Cancri e,20.0,0,6.154858094016418,4.859812404361672,0.0,0.0,2.302585092994046,adult,a,1,F,P,b,0,False
Earth,0,TRAPPIST-1e,20.0,0,7.703459047867175,0.0,0.0,4.465908118654584,0.0,adult,a,1,F,P,b,0,True
Europa,1,55 Cancri e,18.0,0,0.0,9.696709355308183,4.290459441148391,0.0,2.772588722239781,child,a,1,C,S,a,1,True
Europa,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,A,S,a,1,True
Mars,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,E,S,a,1,False
Earth,0,TRAPPIST-1e,26.0,0,0.0,1.3862943611198906,5.176149732573829,6.416732282512326,0.0,adult,a,1,E,S,a,0,False
Earth,0,TRAPPIST-1e,35.0,0,0.0,4.48863636973214,6.577861357721047,3.8501476017100584,0.0,adult,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,30.0,0,4.762173934797756,0.0,0.0,6.591673732008658,3.4011973816621555,adult,a,1,F,S,b,0,True
Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,3.1354942159291497,0.0,6.555356891810665,adult,a,1,F,P,b,0,False
Earth,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,b,0,False
Earth,1,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,P,b,0,False
Mars,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,E,S,a,1,False
Europa,0,TRAPPIST-1e,50.0,0,1.791759469228055,6.697034247666484,0.0,5.736572297479192,6.595780513961311,old,a,1,D,P,a,1,True
Europa,0,TRAPPIST-1e,29.0,0,1.6094379124341003,6.7357800142423265,0.0,5.8971538676367405,7.010311867307229,adult,a,2,C,S,a,0,True
Europa,0,55 Cancri e,19.0,0,0.0,6.618738983517219,5.0689042022202315,8.524764456912555,3.8066624897703196,adult,a,3,D,P,a,1,False
Europa,0,55 Cancri e,39.0,0,0.0,9.22562299550734,0.6931471805599453,4.3694478524670215,8.529911963824013,adult,a,1,C,S,a,1,True
Europa,0,TRAPPIST-1e,38.0,0,0.0,5.872117789475416,0.0,7.499423290592229,0.0,adult,a,2,C,S,a,1,True
Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,a,1,False
Earth,0,PSO J318.5-22,25.0,0,2.4849066497880004,3.8066624897703196,5.986452005284438,0.0,0.0,adult,a,1,G,S,a,1,False
Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,A,P,a,1,True
Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,A,P,a,1,True
Earth,0,TRAPPIST-1e,19.0,0,3.7612001156935624,0.0,5.846438775057725,7.266827347520591,0.0,adult,a,1,G,S,a,0,False
Earth,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,P,b,0,False
Earth,0,55 Cancri e,40.0,0,7.290292882446597,3.6888794541139363,0.0,0.0,7.111512116496157,adult,a,1,F,S,b,0,False
Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,a,0,False
Europa,0,TRAPPIST-1e,50.0,0,6.3039916595568775,7.501634457883413,0.0,4.844187086458591,5.5134287461649825,old,a,1,D,P,a,1,False
Mars,0,TRAPPIST-1e,18.0,0,7.105786129481271,0.0,3.5553480614894135,6.999422467507961,0.0,child,a,1,E,P,a,1,False
Earth,0,TRAPPIST-1e,46.0,0,2.1972245773362196,6.481577129276431,0.0,1.791759469228055,4.51085950651685,old,a,1,G,S,a,0,False
Earth,0,TRAPPIST-1e,27.0,0,0.0,3.9512437185814275,0.0,3.6375861597263857,6.558197802812269,adult,a,1,E,P,a,0,False
Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,D,P,a,1,True
Europa,0,55 Cancri e,22.0,0,7.4645098346365275,4.382026634673881,0.0,2.5649493574615367,7.323170717943469,adult,a,2,D,P,a,1,False
Europa,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,A,S,a,1,False
Europa,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,old,a,2,A,S,a,1,True
Europa,0,TRAPPIST-1e,38.0,0,3.5553480614894135,7.622663951323595,0.0,7.200424892944957,0.0,adult,a,3,A,S,a,1,True
Mars,0,TRAPPIST-1e,46.0,0,6.595780513961311,0.0,5.666426688112432,0.0,1.0986122886681098,old,a,1,E,P,a,1,False
Earth,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,b,1,False
Europa,0,TRAPPIST-1e,63.0,0,0.0,8.363342466597977,2.9444389791664403,1.6094379124341003,6.771935555839602,old,a,1,C,P,a,1,True
Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,2,C,P,a,1,True
Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,G,S,b,0,False
Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,b,0,False
Mars,0,TRAPPIST-1e,55.0,0,7.793586803371584,0.0,0.6931471805599453,0.0,5.652489180268651,old,a,1,D,S,a,1,False
Earth,0,PSO J318.5-22,21.0,0,0.0,0.0,4.68213122712422,5.117993812416755,5.963579343618446,adult,a,1,E,S,a,0,True
Europa,1,55 Cancri e,56.0,0,0.0,0.0,0.0,0.0,0.0,old,a,1,C,S,a,1,True
Earth,0,TRAPPIST-1e,45.0,0,2.3978952727983707,0.0,0.0,1.252762968495368,0.0,old,a,1,E,P,a,0,True
Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,G,S,b,0,False
Earth,0,TRAPPIST-1e,47.0,0,2.0794415416798357,6.777646593635117,2.8903717578961645,0.0,0.0,old,a,1,F,S,b,0,False
Earth,0,TRAPPIST-1e,36.0,0,0.0,0.0,7.319202458767849,4.709530201312334,4.770684624465665,adult,a,1,F,S,b,0,True
Mars,0,TRAPPIST-1e,57.0,1,6.883462586413092,0.0,5.69035945432406,3.6888794541139363,0.0,old,a,1,F,P,b,1,False
Mars,0,TRAPPIST-1e,13.0,0,8.018954683155718,2.3978952727983707,3.784189633918261,0.0,0.0,child,a,2,D,P,a,1,False
Mars,0,TRAPPIST-1e,27.0,0,4.795790545596741,0.0,7.29776828253138,1.3862943611198906,0.0,adult,a,1,F,P,b,1,False
Earth,0,TRAPPIST-1e,20.0,0,6.576469569048224,0.0,0.0,0.0,0.0,adult,a,1,F,S,b,1,False
Earth,0,TRAPPIST-1e,47.0,0,0.0,6.09807428216624,5.796057750765372,4.04305126783455,5.337538079701318,old,a,1,G,P,b,0,False
Earth,0,TRAPPIST-1e,15.0,0,0.0,0.0,6.669498089857879,0.0,0.0,child,a,1,E,P,a,1,False
Earth,0,TRAPPIST-1e,34.0,0,0.0,0.0,3.9889840465642745,6.595780513961311,0.0,adult,a,1,G,P,b,0,False
Earth,0,TRAPPIST-1e,21.0,0,6.849066282633458,0.0,0.0,0.0,2.0794415416798357,adult,a,1,F,S,b,1,False
Earth,0,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,4.624972813284271,7.213768308118642,old,a,1,F,S,b,1,False
Earth,0,TRAPPIST-1e,23.0,0,5.948034989180646,0.0,5.988961416889864,2.1972245773362196,0.0,adult,a,1,E,P,a,0,False
Earth,0,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,6.576469569048224,old,a,1,F,P,b,0,False
Mars,0,TRAPPIST-1e,37.0,0,7.925157512224703,0.0,7.034387929915503,0.0,0.0,adult,a,1,D,S,a,1,False
Mars,0,PSO J318.5-22,44.0,0,6.5638555265321274,0.0,1.791759469228055,0.0,4.31748811353631,old,a,2,D,S,a,1,True
Earth,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,b,0,False
Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,1,C,P,a,1,True
Europa,0,TRAPPIST-1e,40.0,0,0.0,5.948034989180646,0.0,0.6931471805599453,8.248790733696413,adult,a,2,C,P,a,1,False
Europa,0,55 Cancri e,29.0,0,0.0,6.073044534100405,8.496990484098719,5.976350909297934,5.564520407322694,adult,a,3,C,P,a,1,True
Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,E,P,a,0,True
Earth,0,PSO J318.5-22,21.0,0,0.0,0.0,6.519147287940395,1.6094379124341003,0.0,adult,a,2,E,P,a,0,True
Earth,0,TRAPPIST-1e,35.0,0,5.713732805509369,1.9459101490553132,0.0,1.9459101490553132,6.419994928147142,adult,a,1,G,P,b,0,True
Earth,0,TRAPPIST-1e,24.0,0,1.3862943611198906,5.8916442118257715,4.553876891600541,6.715383386334681,5.081404364984463,adult,a,1,F,P,b,1,False
Earth,0,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,child,a,2,G,P,b,0,False
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,child,a,3,G,P,b,1,True
Earth,0,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,7.0909098220799835,2.8903717578961645,old,a,1,F,P,b,0,False
Europa,0,TRAPPIST-1e,63.0,0,7.053153481671494,6.76849321164863,0.6931471805599453,5.929589143389895,8.125039097367745,old,a,1,C,S,a,0,False
Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,b,0,True
Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,P,b,0,True
Europa,0,55 Cancri e,27.0,0,8.772261675514821,9.95546311412647,0.0,7.803435056952168,7.738052297689316,adult,a,1,C,S,a,1,True
Earth,0,PSO J318.5-22,54.0,0,1.3862943611198906,0.0,4.04305126783455,6.452048954437226,0.0,old,a,1,F,S,b,0,False
Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,A,S,a,1,True
Mars,0,TRAPPIST-1e,41.0,0,8.216898580913613,0.0,0.6931471805599453,0.0,2.9444389791664403,old,a,1,D,P,a,1,False
Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,2.3978952727983707,6.635946555686647,adult,a,1,G,S,b,0,False
Europa,0,55 Cancri e,23.0,0,0.0,8.991935575009146,7.606387389772652,0.6931471805599453,1.0986122886681098,adult,a,1,B,S,a,1,True
Europa,0,TRAPPIST-1e,34.0,0,2.772588722239781,8.182838710766026,0.0,6.92510391731675,6.161207321695077,adult,a,2,B,S,a,1,True
Europa,1,55 Cancri e,26.0,1,0.0,0.0,0.0,0.0,0.0,adult,a,3,B,S,a,1,True
Europa,0,TRAPPIST-1e,39.0,0,0.6931471805599453,7.997326822998097,0.0,8.063377822367027,0.6931471805599453,adult,a,4,B,S,a,1,False
Europa,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,child,a,5,B,S,a,1,True
Europa,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,old,a,6,B,S,a,1,True
Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,7,B,S,a,1,True
Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,F,P,b,1,True
Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,adult,a,1,G,S,b,0,True
