home_planet,cryo_sleep,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,group,number_in_group,deck,num_in_cabin,side,total_spending,age_category,gender
Earth,False,PSO J318.5-22,36.0,False,0.0,809.0,0.0,86.0,0.0,2022,1,F,390,S,895.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,33.0,False,4.0,0.0,28.0,0.0,2757.0,2435,1,F,467,S,2789.0,middle_adult,0.0
Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,5366,1,E,338,P,0.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,50.0,False,667.0,0.0,0.0,11.0,170.0,3985,1,G,654,P,848.0,old_adult,0.0
Europa,False,TRAPPIST-1e,28.0,True,0.0,3119.0,0.0,1404.0,366.0,4689,1,C,182,S,4889.0,young_adult,0.0
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,7767,1,G,1257,S,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,21.0,False,3.0,65.0,253.0,475.0,0.0,4575,1,F,941,P,796.0,young_adult,1.0
Mars,False,TRAPPIST-1e,65.0,False,1399.0,0.0,0.0,0.0,0.0,8318,2,F,1711,P,1399.0,old_adult,0.0
Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,44,2,G,3,P,0.0,child,0.0
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,4695,3,F,882,S,0.0,young_adult,1.0
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,3820,1,F,790,P,0.0,young_adult,1.0
Earth,False,55 Cancri e,50.0,False,0.0,0.0,117.0,712.0,0.0,8615,1,E,565,S,829.0,old_adult,1.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,1259,1,F,243,S,761.0,young_adult,0.0
Earth,False,TRAPPIST-1e,40.0,False,521.0,4.0,53.0,70.0,141.0,6032,2,E,397,S,789.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,148.0,551.0,89.0,8606,3,E,563,S,788.0,young_adult,1.0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,4571,1,G,745,S,0.0,young_adult,0.0
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,1783,2,G,281,S,0.0,young_adult,0.0
Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,7585,4,C,281,S,0.0,young_adult,1.0
Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,4166,1,B,132,P,0.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,36.0,False,1912.0,0.0,0.0,2.0,0.0,6839,1,F,1307,S,1914.0,middle_adult,0.0
Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,67,3,F,15,S,2007.0,young_adult,0.0
Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,642,5,C,25,S,0.0,young_adult,1.0
Mars,False,TRAPPIST-1e,35.0,False,1337.0,49.0,57.0,0.0,0.0,5007,1,F,951,S,1443.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,28.0,False,0.0,152.0,215.0,30.0,510.0,6308,1,G,1017,P,907.0,young_adult,1.0
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,244,1,F,0,S,0.0,middle_adult,1.0
Europa,True,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,4216,1,B,134,P,0.0,old_adult,1.0
Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,19.0,751.0,4.0,8191,1,G,1320,S,774.0,young_adult,0.0
Earth,False,TRAPPIST-1e,39.0,False,0.0,29.0,291.0,13.0,527.0,6091,2,F,1260,P,860.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,39.0,830.0,17.0,0.0,3392,1,G,541,S,886.0,young_adult,0.0
Mars,False,55 Cancri e,34.0,False,2.0,0.0,805.0,29.0,0.0,3932,2,D,129,S,836.0,middle_adult,1.0
Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,1027,4,F,211,P,0.0,child,0.0
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,1923,2,C,65,P,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,2625,2,E,160,P,1620.0,young_adult,0.0
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,6526,1,G,1056,P,0.0,young_adult,0.0
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,7950,2,G,1287,P,0.0,young_adult,1.0
Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,5188,3,G,838,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,25.0,False,0.0,10.0,909.0,0.0,17.0,6863,1,F,1311,S,936.0,young_adult,0.0
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,6363,4,G,1026,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,3080,1,F,584,S,824.0,middle_adult,0.0
Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,3757,1,G,617,S,0.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,4001,7,G,659,S,0.0,child,0.0
Earth,False,TRAPPIST-1e,27.0,False,196.0,602.0,0.0,0.0,198.0,1981,1,E,124,P,996.0,young_adult,1.0
Mars,False,TRAPPIST-1e,24.0,False,623.0,0.0,501.0,304.0,776.0,4933,3,F,938,S,2204.0,young_adult,1.0
Europa,False,55 Cancri e,31.0,False,0.0,2954.0,0.0,170.0,756.0,7431,1,A,90,S,3880.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,38.0,False,0.0,847.0,3.0,34.0,0.0,8480,2,G,1382,P,884.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,880.0,3960,1,F,748,S,880.0,old_adult,0.0
Earth,False,TRAPPIST-1e,45.0,False,0.0,97.0,0.0,14.0,333.0,278,2,G,45,P,444.0,middle_adult,0.0
Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,4927,2,F,937,S,0.0,young_adult,1.0
Earth,False,55 Cancri e,35.0,False,1669.0,0.0,7.0,0.0,90.0,6302,5,G,1015,P,1766.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,19.0,False,42.0,0.0,345.0,1431.0,0.0,1902,1,G,298,S,1818.0,young_adult,0.0
Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,6667,1,C,248,S,0.0,old_adult,0.0
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,2204,1,B,90,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,5137,1,G,839,S,0.0,child,1.0
Mars,False,TRAPPIST-1e,42.0,False,1633.0,0.0,29.0,4.0,102.0,3330,1,F,692,P,1768.0,middle_adult,1.0
Europa,False,TRAPPIST-1e,43.0,False,0.0,8808.0,0.0,580.0,0.0,5825,1,B,198,P,9388.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,21.0,False,6.0,133.0,503.0,0.0,2.0,2038,1,F,404,P,644.0,young_adult,0.0
Earth,False,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,2954,1,F,619,P,652.0,young_adult,0.0
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,2272,3,G,367,P,0.0,child,1.0
Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,7127,2,B,237,P,0.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,4482,3,G,732,S,0.0,child,0.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,827.0,5.0,55.0,0.0,3743,1,G,616,S,887.0,young_adult,0.0
Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,2881,1,G,457,S,0.0,child,0.0
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,4049,1,A,47,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,37.0,False,732.0,0.0,0.0,156.0,0.0,5160,1,G,832,P,888.0,middle_adult,0.0
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,5569,1,G,891,P,0.0,young_adult,0.0
Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,82,1,F,16,P,7406.0,middle_adult,0.0
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,2526,1,B,74,P,0.0,middle_adult,1.0
Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,2532,2,F,489,S,0.0,old_adult,1.0
Earth,False,TRAPPIST-1e,42.0,False,84.0,323.0,0.0,1251.0,120.0,4650,1,G,762,S,1778.0,middle_adult,0.0
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,462,1,G,67,S,0.0,old_adult,0.0
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,5004,1,B,165,P,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,54.0,False,118.0,0.0,0.0,669.0,0.0,7544,1,E,501,S,787.0,old_adult,0.0
Europa,False,55 Cancri e,44.0,False,0.0,4322.0,3.0,153.0,52.0,7128,2,B,238,P,4530.0,middle_adult,1.0
Mars,False,TRAPPIST-1e,18.0,False,3458.0,0.0,216.0,0.0,0.0,5427,2,F,1118,P,3674.0,young_adult,1.0
Mars,False,TRAPPIST-1e,21.0,False,4924.0,0.0,49.0,2.0,0.0,8674,1,F,1784,P,4975.0,young_adult,0.0
Mars,False,TRAPPIST-1e,31.0,False,947.0,83.0,19.0,0.0,0.0,8749,1,E,562,P,1049.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,3301,2,G,525,S,0.0,child,1.0
Earth,False,55 Cancri e,19.0,False,84.0,4.0,4.0,629.0,0.0,8260,1,F,1582,S,721.0,young_adult,0.0
Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,7891,1,G,1274,S,0.0,child,0.0
Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,7255,1,G,1166,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,27.0,False,41.0,23.0,63.0,0.0,647.0,8346,1,F,1718,P,774.0,young_adult,0.0
Mars,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,257,2,F,49,S,0.0,old_adult,1.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,561.0,10.0,0.0,161.0,822,1,F,156,S,732.0,young_adult,0.0
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1426,1,D,46,P,0.0,young_adult,1.0
Europa,False,TRAPPIST-1e,33.0,False,0.0,4592.0,0.0,209.0,954.0,4581,1,B,181,S,5755.0,middle_adult,1.0
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,1036,1,G,161,S,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,24.0,False,34.0,7.0,320.0,0.0,427.0,860,1,E,48,P,788.0,young_adult,1.0
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,2314,1,G,370,S,0.0,child,0.0
Earth,False,TRAPPIST-1e,17.0,False,214.0,552.0,0.0,241.0,0.0,7601,1,G,1232,S,1007.0,young_adult,0.0
Earth,False,55 Cancri e,31.0,False,2.0,20.0,1.0,1026.0,2.0,4608,1,F,864,S,1051.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,13.0,0.0,773.0,0.0,1697,1,G,274,P,786.0,young_adult,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,89.0,874.0,34.0,0.0,4652,1,F,0,S,997.0,young_adult,0.0
Europa,False,55 Cancri e,22.0,False,0.0,4209.0,26.0,2462.0,466.0,3450,1,B,132,S,7163.0,young_adult,1.0
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,4782,4,C,189,S,0.0,young_adult,1.0
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,8023,2,D,249,P,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,1714,1,G,265,S,0.0,child,1.0
Earth,False,TRAPPIST-1e,38.0,False,182.0,776.0,3.0,33.0,0.0,4664,1,E,303,S,994.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,25.0,False,4.0,0.0,146.0,723.0,0.0,1572,2,F,309,P,873.0,young_adult,0.0
Earth,False,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,2301,3,F,449,S,1368.0,young_adult,0.0
Europa,False,TRAPPIST-1e,38.0,False,34.0,2043.0,0.0,1339.0,0.0,1918,3,A,23,S,3416.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,2241,1,F,451,P,2516.0,young_adult,0.0
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,6930,1,G,1129,S,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,44.0,False,0.0,200.0,128.0,460.0,0.0,1428,1,E,109,S,788.0,middle_adult,1.0
Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,1720.0,1.0,0.0,6402,4,G,1032,P,1721.0,young_adult,1.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,114.0,0.0,726.0,67.0,8780,1,G,1414,S,907.0,young_adult,0.0
Earth,True,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,3729,1,G,605,P,0.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,4.0,6.0,773.0,4178,1,G,687,P,783.0,young_adult,0.0
Mars,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,4929,1,F,1004,P,0.0,child,1.0
Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,4544,1,G,743,P,0.0,middle_adult,0.0
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,3640,2,G,589,S,0.0,middle_adult,0.0
Mars,False,PSO J318.5-22,32.0,False,192.0,0.0,441.0,18.0,0.0,4387,1,F,902,P,651.0,middle_adult,1.0
Mars,False,TRAPPIST-1e,40.0,False,0.0,0.0,1.0,293.0,667.0,4203,1,D,143,P,961.0,middle_adult,1.0
Mars,False,TRAPPIST-1e,33.0,False,20.0,0.0,384.0,557.0,0.0,533,1,D,21,P,961.0,middle_adult,1.0
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,4801,1,G,773,P,0.0,child,0.0
Europa,False,TRAPPIST-1e,31.0,False,0.0,529.0,0.0,0.0,3884.0,8503,2,B,279,P,4413.0,middle_adult,1.0
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,2508,2,D,86,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,25,1,F,6,S,1223.0,child,1.0
Earth,False,TRAPPIST-1e,23.0,False,4.0,3.0,1785.0,0.0,0.0,8614,1,G,1400,P,1792.0,young_adult,1.0
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,4324,2,F,810,S,0.0,young_adult,1.0
Europa,False,55 Cancri e,70.0,False,0.0,2113.0,0.0,1972.0,51.0,9085,1,A,95,P,4136.0,old_adult,1.0
Europa,False,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,1156,1,B,47,S,6128.0,young_adult,1.0
Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,133,2,D,5,S,2738.0,middle_adult,1.0
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,5174,1,C,159,P,0.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,13.0,False,0.0,999.0,0.0,0.0,4.0,7050,1,F,1344,S,1003.0,child,0.0
Europa,False,TRAPPIST-1e,50.0,True,13.0,239.0,0.0,161.0,2355.0,4475,1,A,55,S,2768.0,old_adult,1.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,5967,3,G,965,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,2472,1,E,173,S,790.0,young_adult,0.0
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,6174,3,G,999,P,0.0,young_adult,0.0
Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,1649,1,G,265,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,15.0,False,0.0,21.0,22.0,1149.0,249.0,8235,1,F,1576,S,1441.0,child,1.0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,623,1,G,93,S,0.0,young_adult,0.0
Mars,False,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,2275,1,F,460,P,911.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1500,1,G,230,S,0.0,child,0.0
Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,7505,3,F,1553,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,38.0,False,0.0,784.0,0.0,0.0,0.0,5967,2,G,965,P,784.0,middle_adult,0.0
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,5057,1,G,816,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,1609.0,0.0,0.0,5680,1,E,359,P,1609.0,young_adult,0.0
Mars,False,TRAPPIST-1e,23.0,False,1610.0,2.0,465.0,0.0,0.0,7884,1,E,512,P,2077.0,young_adult,1.0
Mars,False,TRAPPIST-1e,33.0,False,301.0,0.0,501.0,0.0,1013.0,6062,1,F,1254,P,1815.0,middle_adult,1.0
Earth,False,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,2349,1,G,379,S,907.0,middle_adult,1.0
Earth,False,55 Cancri e,53.0,False,0.0,0.0,754.0,46.0,0.0,7720,1,F,1606,P,800.0,old_adult,1.0
Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,5517,1,E,357,S,0.0,young_adult,1.0
Europa,False,55 Cancri e,36.0,False,29.0,12180.0,0.0,93.0,17306.0,768,1,B,32,P,29608.0,middle_adult,1.0
Europa,False,TRAPPIST-1e,46.0,False,0.0,370.0,0.0,2395.0,1638.0,6684,3,C,210,P,4403.0,old_adult,1.0
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,9205,1,B,300,P,0.0,middle_adult,1.0
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,859,1,G,127,S,0.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,788.0,0.0,3.0,3678,1,E,247,S,791.0,young_adult,0.0
Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,6634,2,F,0,S,0.0,old_adult,1.0
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1020,1,F,208,P,0.0,young_adult,1.0
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,7093,1,G,1143,P,0.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,4656,2,G,763,S,0.0,child,0.0
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,863,1,G,129,S,0.0,middle_adult,0.0
Earth,True,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,893,1,G,129,P,0.0,middle_adult,0.0
Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,4334,1,A,53,S,0.0,old_adult,1.0
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,2596,2,F,534,P,0.0,young_adult,0.0
Earth,False,55 Cancri e,23.0,False,0.0,306.0,392.0,9.0,13.0,5170,1,F,1056,P,720.0,young_adult,0.0
Earth,False,PSO J318.5-22,20.0,False,0.0,0.0,1.0,0.0,2260.0,3579,1,F,675,S,2261.0,young_adult,0.0
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1308,4,E,94,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,1304,3,E,82,P,0.0,child,0.0
Earth,False,TRAPPIST-1e,50.0,False,0.0,185.0,0.0,1.0,558.0,7342,1,G,1178,P,744.0,old_adult,0.0
Europa,False,TRAPPIST-1e,31.0,False,0.0,745.0,0.0,6688.0,2161.0,8084,1,C,264,P,9594.0,middle_adult,1.0
Europa,False,TRAPPIST-1e,30.0,True,0.0,1172.0,183.0,91.0,0.0,4179,1,A,50,S,1446.0,young_adult,1.0
Europa,False,TRAPPIST-1e,59.0,False,0.0,2593.0,0.0,98.0,0.0,8010,1,C,300,S,2691.0,old_adult,1.0
Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,7156,1,E,475,S,0.0,child,1.0
Earth,False,55 Cancri e,37.0,False,0.0,698.0,0.0,0.0,6.0,5969,2,F,1137,S,704.0,middle_adult,0.0
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,4042,3,A,46,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,674.0,39.0,0.0,10.0,5334,2,G,867,S,723.0,young_adult,0.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,3211,3,G,521,P,0.0,child,0.0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,6626,1,G,1073,P,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,6662,2,G,1087,S,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,1760,1,F,336,S,803.0,old_adult,0.0
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,8307,2,A,100,S,0.0,middle_adult,1.0
Mars,False,TRAPPIST-1e,27.0,False,1852.0,0.0,870.0,0.0,7.0,8288,1,D,259,P,2729.0,young_adult,1.0
Europa,False,55 Cancri e,21.0,False,0.0,33.0,0.0,3348.0,55.0,485,1,B,17,S,3436.0,young_adult,1.0
Mars,False,TRAPPIST-1e,20.0,False,733.0,0.0,455.0,0.0,0.0,8667,1,F,1676,S,1188.0,young_adult,1.0
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,5714,5,G,916,P,0.0,young_adult,0.0
Europa,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,3292,1,B,121,S,0.0,old_adult,1.0
Earth,False,TRAPPIST-1e,23.0,False,18.0,2595.0,0.0,0.0,122.0,2802,1,F,581,P,2735.0,young_adult,0.0
Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,457,2,G,72,P,0.0,child,1.0
Earth,False,TRAPPIST-1e,55.0,False,330.0,114.0,0.0,2.0,0.0,4850,2,G,792,S,446.0,old_adult,0.0
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,1299,1,F,250,S,680.0,young_adult,1.0
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,3175,1,B,104,P,0.0,middle_adult,1.0
Earth,False,55 Cancri e,21.0,False,423.0,0.0,172.0,0.0,0.0,5951,1,F,1133,S,595.0,young_adult,0.0
Europa,False,55 Cancri e,40.0,False,6103.0,7570.0,860.0,13117.0,192.0,6866,2,C,253,S,27842.0,middle_adult,0.0
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,3070,1,G,501,P,0.0,middle_adult,1.0
Europa,False,TRAPPIST-1e,33.0,False,20.0,653.0,0.0,121.0,483.0,3276,1,A,29,P,1277.0,middle_adult,0.0
Earth,False,TRAPPIST-1e,31.0,False,0.0,1524.0,0.0,0.0,0.0,8955,1,F,1837,P,1524.0,middle_adult,0.0
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1065,1,F,202,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,108,3,G,19,S,0.0,child,0.0
Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,2595,1,F,533,P,0.0,child,1.0
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,6020,2,G,974,P,0.0,child,0.0
Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,8260,3,G,1334,S,0.0,child,0.0
Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,6708,4,A,67,P,0.0,young_adult,0.0
Earth,False,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,1672,1,F,318,S,804.0,young_adult,0.0
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,6885,1,F,1316,S,0.0,old_adult,0.0
Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,792.0,0.0,0.0,2361,2,F,481,P,792.0,young_adult,0.0
Mars,False,TRAPPIST-1e,23.0,False,0.0,0.0,8.0,1072.0,0.0,193,2,F,41,P,1080.0,young_adult,1.0
Europa,False,55 Cancri e,51.0,True,0.0,287.0,0.0,1442.0,66.0,7148,1,A,87,S,1795.0,old_adult,1.0
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,147,1,G,26,S,0.0,old_adult,0.0
Mars,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,794,2,F,144,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,676.0,124.0,5521,1,F,1058,S,800.0,young_adult,0.0
Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,1389,1,G,212,S,0.0,middle_adult,0.0
Europa,True,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,1294,2,A,14,S,0.0,young_adult,1.0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,2454,1,F,510,P,801.0,young_adult,0.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,55.0,2288.0,1.0,5368,1,G,870,S,2344.0,young_adult,1.0
Mars,False,TRAPPIST-1e,43.0,False,33.0,1117.0,59.0,0.0,16.0,3142,1,F,591,S,1225.0,middle_adult,0.0
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,5611,1,D,171,S,0.0,young_adult,1.0
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,3342,1,G,531,S,0.0,young_adult,0.0
